RChikanoJKT48				近野莉菜
HarukaN_JKT48	1385	0	753884223853867008	仲川遥香
345__chan	1368	0	753605159243046913	指原莉乃
ske48official	188	0	753922959593517056	SKE48
riichan24h	786	0	753946503081701376	NMB48
official_NGT48				NGT48
AKB48Shihainin	1767	0	753737357493276672	湯浅洋
tgsk48	45	0	751959118630383616	户贺崎智信
48gjp				握手会友の会
AKB48Mobile				AKB48 Mobile
AKB48_LODstaff				AKB48撮影
AKB48groupshop				AKB48 Group Shop
akb48cafe				秋葉原Cafe Shop
SKE48CAFESHOP				SKE48 Cafe Shop
akb48cafenmb				NMB48 Cafe Shop
akb48cafehkt				HKT48 Cafe Shop
osarecompany				AKB48 Group衣装制作
ske48_mobile				SKE48 Mobile
